propertyType,transactionType,furnished,address,rooms,bathrooms,surfaceArea,amenities,customAmenities,title,description,price (€)
loft,renting,furnished,"Strada Turnu Măgurele 145, Sector 4, București",3,2,103.0,"['elevator', 'pet-friendly', 'heating', 'gym', 'balcony']",[],"Loft in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located loft in Strada Turnu Măgurele 145, Sector 4, București.",731.57
penthouse,renting,furnished,"Strada Aviației 10, Sector 1, București",5,3,211.3,"['balcony', 'pet-friendly', 'gym', 'dishwasher-washing', 'parking', 'garden']",[],"Penthouse in Strada Aviației 10, Sector 1, București","Spacious and well-located penthouse in Strada Aviației 10, Sector 1, București.",2399.33
house,renting,furnished,"Calea Moșilor 155, Sector 2, București",4,3,123.1,"['gym', 'balcony', 'pet-friendly']",[],"House in Calea Moșilor 155, Sector 2, București","Spacious and well-located house in Calea Moșilor 155, Sector 2, București.",1073.26
studio,renting,unfurnished,"Calea Șerban Vodă 112, Sector 4, București",1,1,39.1,"['air-conditioning', 'pet-friendly']",[],"Studio in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located studio in Calea Șerban Vodă 112, Sector 4, București.",287.28
house,renting,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",6,3,260.5,"['dishwasher-washing', 'gym', 'air-conditioning', 'heating']",[],"House in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located house in Strada Turnu Măgurele 145, Sector 4, București.",2012.89
house,renting,unfurnished,"Șoseaua Colentina 85, Sector 2, București",6,2,219.6,"['dishwasher-washing', 'pool', 'wifi', 'garden', 'gym', 'air-conditioning']",[],"House in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located house in Șoseaua Colentina 85, Sector 2, București.",1952.99
house,renting,furnished,"Strada Băneasa 12, Sector 1, București",5,4,166.8,"['pool', 'balcony', 'garden', 'parking', 'wifi']",[],"House in Strada Băneasa 12, Sector 1, București","Spacious and well-located house in Strada Băneasa 12, Sector 1, București.",1755.34
apartment,renting,partially-furnished,"Strada Rahova 89, Sector 5, București",2,1,47.4,"['heating', 'pet-friendly', 'air-conditioning', 'gym', 'dishwasher-washing']",[],"Apartment in Strada Rahova 89, Sector 5, București","Spacious and well-located apartment in Strada Rahova 89, Sector 5, București.",304.31
house,renting,unfurnished,"Strada Lujerului 33, Sector 6, București",6,3,222.1,"['pet-friendly', 'dishwasher-washing', 'gym', 'garden']",[],"House in Strada Lujerului 33, Sector 6, București","Spacious and well-located house in Strada Lujerului 33, Sector 6, București.",1905.85
penthouse,renting,unfurnished,"Șoseaua Colentina 85, Sector 2, București",4,3,142.6,"['elevator', 'gym', 'dishwasher-washing', 'garden', 'balcony']",[],"Penthouse in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located penthouse in Șoseaua Colentina 85, Sector 2, București.",1353.68
studio,renting,unfurnished,"Strada Progresului 60, Sector 5, București",1,1,37.9,"['dishwasher-washing', 'elevator', 'garden', 'pool', 'air-conditioning', 'gym']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",282.67
penthouse,renting,furnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",4,2,157.9,"['parking', 'garden', 'pool', 'gym', 'elevator']",[],"Penthouse in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located penthouse in Bulevardul Iuliu Maniu 202, Sector 6, București.",1472.29
house,renting,partially-furnished,"Șoseaua Colentina 85, Sector 2, București",6,3,245.8,"['wifi', 'pet-friendly', 'dishwasher-washing', 'balcony']",[],"House in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located house in Șoseaua Colentina 85, Sector 2, București.",2255.77
studio,renting,unfurnished,"Strada Progresului 60, Sector 5, București",1,1,39.7,"['garden', 'gym']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",257.31
apartment,renting,unfurnished,"Șoseaua Colentina 85, Sector 2, București",2,1,67.0,"['wifi', 'air-conditioning', 'balcony', 'pet-friendly']",[],"Apartment in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located apartment in Șoseaua Colentina 85, Sector 2, București.",603.84
apartment,renting,furnished,"Strada Băneasa 12, Sector 1, București",3,2,105.4,"['heating', 'garden']",[],"Apartment in Strada Băneasa 12, Sector 1, București","Spacious and well-located apartment in Strada Băneasa 12, Sector 1, București.",1204.22
apartment,renting,unfurnished,"Calea Moșilor 155, Sector 2, București",3,2,101.4,"['elevator', 'wifi', 'air-conditioning', 'dishwasher-washing', 'parking', 'pool']",[],"Apartment in Calea Moșilor 155, Sector 2, București","Spacious and well-located apartment in Calea Moșilor 155, Sector 2, București.",894.05
apartment,renting,unfurnished,"Strada Băneasa 12, Sector 1, București",4,1,93.3,"['dishwasher-washing', 'pet-friendly', 'heating']",[],"Apartment in Strada Băneasa 12, Sector 1, București","Spacious and well-located apartment in Strada Băneasa 12, Sector 1, București.",1070.92
penthouse,renting,unfurnished,"Strada Băneasa 12, Sector 1, București",5,2,196.4,"['elevator', 'dishwasher-washing', 'garden']",[],"Penthouse in Strada Băneasa 12, Sector 1, București","Spacious and well-located penthouse in Strada Băneasa 12, Sector 1, București.",2328.04
penthouse,renting,furnished,"Strada Lujerului 33, Sector 6, București",4,2,166.6,"['balcony', 'garden', 'air-conditioning', 'parking', 'gym']",[],"Penthouse in Strada Lujerului 33, Sector 6, București","Spacious and well-located penthouse in Strada Lujerului 33, Sector 6, București.",1330.28
house,renting,unfurnished,"Strada Progresului 60, Sector 5, București",6,2,271.8,"['wifi', 'balcony', 'heating', 'parking', 'pool']",[],"House in Strada Progresului 60, Sector 5, București","Spacious and well-located house in Strada Progresului 60, Sector 5, București.",1955.98
studio,renting,furnished,"Strada Lujerului 33, Sector 6, București",1,1,33.1,"['balcony', 'pool', 'dishwasher-washing', 'gym', 'elevator', 'parking']",[],"Studio in Strada Lujerului 33, Sector 6, București","Spacious and well-located studio in Strada Lujerului 33, Sector 6, București.",276.62
studio,renting,furnished,"Calea Moșilor 155, Sector 2, București",1,1,37.6,"['air-conditioning', 'balcony']",[],"Studio in Calea Moșilor 155, Sector 2, București","Spacious and well-located studio in Calea Moșilor 155, Sector 2, București.",323.22
apartment,renting,unfurnished,"Strada Matei Basarab 50, Sector 3, București",2,1,79.2,"['wifi', 'air-conditioning', 'balcony', 'heating']",[],"Apartment in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located apartment in Strada Matei Basarab 50, Sector 3, București.",652.14
apartment,renting,partially-furnished,"Calea Moșilor 155, Sector 2, București",2,2,66.5,"['elevator', 'garden']",[],"Apartment in Calea Moșilor 155, Sector 2, București","Spacious and well-located apartment in Calea Moșilor 155, Sector 2, București.",539.02
apartment,renting,furnished,"Șoseaua Colentina 85, Sector 2, București",4,2,110.2,"['elevator', 'wifi', 'pet-friendly', 'garden', 'balcony', 'pool']",[],"Apartment in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located apartment in Șoseaua Colentina 85, Sector 2, București.",1001.47
house,renting,unfurnished,"Bulevardul Decebal 23, Sector 3, București",5,3,167.6,"['elevator', 'gym', 'garden', 'pool', 'dishwasher-washing', 'parking']",[],"House in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located house in Bulevardul Decebal 23, Sector 3, București.",1345.01
loft,renting,partially-furnished,"Strada Matei Basarab 50, Sector 3, București",3,1,96.9,"['heating', 'parking', 'dishwasher-washing', 'air-conditioning', 'garden']",[],"Loft in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located loft in Strada Matei Basarab 50, Sector 3, București.",797.73
penthouse,renting,unfurnished,"Calea Șerban Vodă 112, Sector 4, București",3,2,117.4,"['garden', 'parking', 'gym', 'wifi']",[],"Penthouse in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located penthouse in Calea Șerban Vodă 112, Sector 4, București.",861.51
apartment,renting,partially-furnished,"Strada Matei Basarab 50, Sector 3, București",3,2,108.1,"['pet-friendly', 'dishwasher-washing']",[],"Apartment in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located apartment in Strada Matei Basarab 50, Sector 3, București.",783.95
apartment,renting,furnished,"Calea Șerban Vodă 112, Sector 4, București",4,1,129.9,"['parking', 'dishwasher-washing']",[],"Apartment in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located apartment in Calea Șerban Vodă 112, Sector 4, București.",951.65
house,renting,unfurnished,"Bulevardul Decebal 23, Sector 3, București",5,2,192.0,"['gym', 'elevator', 'pet-friendly', 'pool']",[],"House in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located house in Bulevardul Decebal 23, Sector 3, București.",1524.2
house,renting,unfurnished,"Strada Rahova 89, Sector 5, București",4,3,141.3,"['parking', 'pool', 'gym']",[],"House in Strada Rahova 89, Sector 5, București","Spacious and well-located house in Strada Rahova 89, Sector 5, București.",902.43
house,renting,partially-furnished,"Strada Progresului 60, Sector 5, București",5,3,181.1,"['heating', 'air-conditioning', 'parking', 'pool', 'balcony', 'dishwasher-washing']",[],"House in Strada Progresului 60, Sector 5, București","Spacious and well-located house in Strada Progresului 60, Sector 5, București.",1296.55
studio,renting,partially-furnished,"Strada Progresului 60, Sector 5, București",1,1,45.8,"['air-conditioning', 'garden', 'pool', 'elevator', 'parking']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",323.61
penthouse,renting,unfurnished,"Strada Matei Basarab 50, Sector 3, București",3,2,104.1,"['pool', 'balcony', 'pet-friendly', 'parking', 'dishwasher-washing', 'heating']",[],"Penthouse in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located penthouse in Strada Matei Basarab 50, Sector 3, București.",882.58
studio,renting,partially-furnished,"Strada Progresului 60, Sector 5, București",1,1,39.0,"['parking', 'dishwasher-washing', 'gym']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",272.96
apartment,renting,furnished,"Șoseaua Colentina 85, Sector 2, București",4,2,127.5,"['pet-friendly', 'garden', 'gym', 'parking', 'pool']",[],"Apartment in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located apartment in Șoseaua Colentina 85, Sector 2, București.",1113.97
loft,renting,partially-furnished,"Strada Lujerului 33, Sector 6, București",3,2,102.4,"['balcony', 'elevator', 'gym', 'garden']",[],"Loft in Strada Lujerului 33, Sector 6, București","Spacious and well-located loft in Strada Lujerului 33, Sector 6, București.",890.24
studio,renting,furnished,"Calea Moșilor 155, Sector 2, București",1,1,29.3,"['pool', 'elevator', 'balcony', 'air-conditioning']",[],"Studio in Calea Moșilor 155, Sector 2, București","Spacious and well-located studio in Calea Moșilor 155, Sector 2, București.",237.76
loft,renting,partially-furnished,"Strada Lujerului 33, Sector 6, București",2,1,74.6,"['air-conditioning', 'pet-friendly']",[],"Loft in Strada Lujerului 33, Sector 6, București","Spacious and well-located loft in Strada Lujerului 33, Sector 6, București.",632.16
apartment,renting,partially-furnished,"Bulevardul Decebal 23, Sector 3, București",3,2,107.2,"['air-conditioning', 'gym']",[],"Apartment in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located apartment in Bulevardul Decebal 23, Sector 3, București.",844.48
studio,renting,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",1,1,28.8,"['elevator', 'heating', 'balcony']",[],"Studio in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located studio in Strada Turnu Măgurele 145, Sector 4, București.",199.1
penthouse,renting,unfurnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",3,2,121.1,"['dishwasher-washing', 'garden', 'gym']",[],"Penthouse in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located penthouse in Bulevardul Iuliu Maniu 202, Sector 6, București.",986.04
penthouse,renting,unfurnished,"Strada Turnu Măgurele 145, Sector 4, București",3,2,130.3,"['wifi', 'pet-friendly']",[],"Penthouse in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located penthouse in Strada Turnu Măgurele 145, Sector 4, București.",973.37
penthouse,renting,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",5,3,224.5,"['dishwasher-washing', 'elevator', 'heating', 'parking', 'pool']",[],"Penthouse in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located penthouse in Strada Turnu Măgurele 145, Sector 4, București.",1707.83
studio,renting,furnished,"Calea Moșilor 155, Sector 2, București",1,1,25.9,"['parking', 'pool', 'air-conditioning']",[],"Studio in Calea Moșilor 155, Sector 2, București","Spacious and well-located studio in Calea Moșilor 155, Sector 2, București.",214.33
apartment,renting,furnished,"Strada Lujerului 33, Sector 6, București",2,2,65.6,"['air-conditioning', 'pool', 'pet-friendly', 'gym', 'garden']",[],"Apartment in Strada Lujerului 33, Sector 6, București","Spacious and well-located apartment in Strada Lujerului 33, Sector 6, București.",601.85
house,renting,furnished,"Calea Moșilor 155, Sector 2, București",4,4,192.2,"['dishwasher-washing', 'pool']",[],"House in Calea Moșilor 155, Sector 2, București","Spacious and well-located house in Calea Moșilor 155, Sector 2, București.",1717.34
apartment,renting,unfurnished,"Bulevardul Decebal 23, Sector 3, București",4,1,128.1,"['air-conditioning', 'wifi']",[],"Apartment in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located apartment in Bulevardul Decebal 23, Sector 3, București.",1077.37
apartment,renting,furnished,"Strada Aviației 10, Sector 1, București",4,2,113.9,"['dishwasher-washing', 'gym', 'balcony']",[],"Apartment in Strada Aviației 10, Sector 1, București","Spacious and well-located apartment in Strada Aviației 10, Sector 1, București.",1350.65
house,renting,furnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",6,2,242.3,"['garden', 'balcony']",[],"House in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located house in Bulevardul Iuliu Maniu 202, Sector 6, București.",1979.45
house,renting,unfurnished,"Strada Progresului 60, Sector 5, București",6,2,259.4,"['heating', 'garden', 'elevator', 'wifi']",[],"House in Strada Progresului 60, Sector 5, București","Spacious and well-located house in Strada Progresului 60, Sector 5, București.",1888.49
loft,renting,partially-furnished,"Calea Șerban Vodă 112, Sector 4, București",2,1,80.5,"['balcony', 'heating', 'garden', 'parking', 'gym', 'dishwasher-washing']",[],"Loft in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located loft in Calea Șerban Vodă 112, Sector 4, București.",653.95
studio,renting,furnished,"Strada Aviației 10, Sector 1, București",1,1,39.0,"['dishwasher-washing', 'parking', 'elevator']",[],"Studio in Strada Aviației 10, Sector 1, București","Spacious and well-located studio in Strada Aviației 10, Sector 1, București.",439.25
apartment,renting,partially-furnished,"Strada Matei Basarab 50, Sector 3, București",3,2,70.4,"['wifi', 'balcony']",[],"Apartment in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located apartment in Strada Matei Basarab 50, Sector 3, București.",617.21
house,renting,partially-furnished,"Strada Băneasa 12, Sector 1, București",6,3,244.3,"['garden', 'heating', 'dishwasher-washing', 'parking', 'pet-friendly', 'gym']",[],"House in Strada Băneasa 12, Sector 1, București","Spacious and well-located house in Strada Băneasa 12, Sector 1, București.",2498.51
house,renting,furnished,"Strada Progresului 60, Sector 5, București",5,3,198.2,"['heating', 'dishwasher-washing', 'parking']",[],"House in Strada Progresului 60, Sector 5, București","Spacious and well-located house in Strada Progresului 60, Sector 5, București.",1460.66
studio,renting,unfurnished,"Strada Progresului 60, Sector 5, București",1,1,40.6,"['air-conditioning', 'balcony', 'wifi', 'elevator']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",257.41
studio,renting,unfurnished,"Calea Moșilor 155, Sector 2, București",1,1,37.4,"['parking', 'garden', 'pool']",[],"Studio in Calea Moșilor 155, Sector 2, București","Spacious and well-located studio in Calea Moșilor 155, Sector 2, București.",308.2
loft,renting,unfurnished,"Strada Aviației 10, Sector 1, București",3,1,106.5,"['air-conditioning', 'wifi', 'pool', 'dishwasher-washing']",[],"Loft in Strada Aviației 10, Sector 1, București","Spacious and well-located loft in Strada Aviației 10, Sector 1, București.",1195.62
penthouse,renting,furnished,"Șoseaua Colentina 85, Sector 2, București",5,3,189.5,"['dishwasher-washing', 'elevator', 'pool', 'balcony', 'parking']",[],"Penthouse in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located penthouse in Șoseaua Colentina 85, Sector 2, București.",1844.02
loft,renting,furnished,"Strada Lujerului 33, Sector 6, București",2,1,62.4,"['elevator', 'dishwasher-washing', 'pet-friendly']",[],"Loft in Strada Lujerului 33, Sector 6, București","Spacious and well-located loft in Strada Lujerului 33, Sector 6, București.",499.59
loft,renting,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",2,2,69.4,"['pool', 'heating']",[],"Loft in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located loft in Strada Turnu Măgurele 145, Sector 4, București.",469.29
penthouse,renting,furnished,"Strada Progresului 60, Sector 5, București",5,3,209.4,"['pet-friendly', 'dishwasher-washing', 'parking']",[],"Penthouse in Strada Progresului 60, Sector 5, București","Spacious and well-located penthouse in Strada Progresului 60, Sector 5, București.",1611.78
apartment,renting,partially-furnished,"Strada Rahova 89, Sector 5, București",3,2,95.5,"['wifi', 'pet-friendly', 'garden']",[],"Apartment in Strada Rahova 89, Sector 5, București","Spacious and well-located apartment in Strada Rahova 89, Sector 5, București.",656.76
apartment,renting,furnished,"Strada Băneasa 12, Sector 1, București",3,1,94.9,"['dishwasher-washing', 'pet-friendly', 'heating']",[],"Apartment in Strada Băneasa 12, Sector 1, București","Spacious and well-located apartment in Strada Băneasa 12, Sector 1, București.",961.14
apartment,renting,unfurnished,"Șoseaua Colentina 85, Sector 2, București",3,2,90.9,"['dishwasher-washing', 'wifi', 'pet-friendly', 'balcony', 'parking', 'pool']",[],"Apartment in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located apartment in Șoseaua Colentina 85, Sector 2, București.",756.18
studio,renting,furnished,"Calea Moșilor 155, Sector 2, București",1,1,40.1,"['garden', 'pool']",[],"Studio in Calea Moșilor 155, Sector 2, București","Spacious and well-located studio in Calea Moșilor 155, Sector 2, București.",342.89
penthouse,renting,furnished,"Calea Șerban Vodă 112, Sector 4, București",5,3,218.6,"['dishwasher-washing', 'gym', 'elevator', 'garden']",[],"Penthouse in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located penthouse in Calea Șerban Vodă 112, Sector 4, București.",1742.18
house,renting,partially-furnished,"Strada Lujerului 33, Sector 6, București",5,3,178.8,"['elevator', 'heating', 'gym', 'parking', 'balcony']",[],"House in Strada Lujerului 33, Sector 6, București","Spacious and well-located house in Strada Lujerului 33, Sector 6, București.",1527.99
loft,renting,furnished,"Strada Matei Basarab 50, Sector 3, București",2,1,64.6,"['air-conditioning', 'wifi', 'pet-friendly', 'gym']",[],"Loft in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located loft in Strada Matei Basarab 50, Sector 3, București.",536.11
loft,renting,partially-furnished,"Șoseaua Colentina 85, Sector 2, București",3,2,126.3,"['pet-friendly', 'wifi', 'balcony']",[],"Loft in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located loft in Șoseaua Colentina 85, Sector 2, București.",1105.99
house,renting,unfurnished,"Șoseaua Colentina 85, Sector 2, București",6,2,237.6,"['wifi', 'pool']",[],"House in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located house in Șoseaua Colentina 85, Sector 2, București.",1936.5
apartment,renting,unfurnished,"Strada Aviației 10, Sector 1, București",4,1,119.1,"['wifi', 'balcony']",[],"Apartment in Strada Aviației 10, Sector 1, București","Spacious and well-located apartment in Strada Aviației 10, Sector 1, București.",1345.48
penthouse,renting,furnished,"Strada Turnu Măgurele 145, Sector 4, București",4,2,148.4,"['heating', 'parking', 'balcony', 'gym', 'garden', 'wifi']",[],"Penthouse in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located penthouse in Strada Turnu Măgurele 145, Sector 4, București.",1044.13
apartment,renting,unfurnished,"Strada Turnu Măgurele 145, Sector 4, București",4,1,130.5,"['heating', 'pool', 'balcony', 'wifi', 'gym']",[],"Apartment in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located apartment in Strada Turnu Măgurele 145, Sector 4, București.",921.64
house,renting,unfurnished,"Strada Progresului 60, Sector 5, București",5,3,248.9,"['garden', 'air-conditioning', 'dishwasher-washing', 'parking']",[],"House in Strada Progresului 60, Sector 5, București","Spacious and well-located house in Strada Progresului 60, Sector 5, București.",1617.28
studio,renting,furnished,"Strada Rahova 89, Sector 5, București",1,1,31.1,"['dishwasher-washing', 'heating', 'air-conditioning', 'elevator', 'parking', 'wifi']",[],"Studio in Strada Rahova 89, Sector 5, București","Spacious and well-located studio in Strada Rahova 89, Sector 5, București.",206.56
apartment,renting,unfurnished,"Strada Progresului 60, Sector 5, București",3,1,101.3,"['parking', 'wifi']",[],"Apartment in Strada Progresului 60, Sector 5, București","Spacious and well-located apartment in Strada Progresului 60, Sector 5, București.",742.84
house,renting,unfurnished,"Șoseaua Colentina 85, Sector 2, București",5,2,182.0,"['garden', 'parking']",[],"House in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located house in Șoseaua Colentina 85, Sector 2, București.",1760.05
studio,renting,partially-furnished,"Strada Lujerului 33, Sector 6, București",1,1,39.8,"['dishwasher-washing', 'balcony', 'parking']",[],"Studio in Strada Lujerului 33, Sector 6, București","Spacious and well-located studio in Strada Lujerului 33, Sector 6, București.",351.04
loft,renting,furnished,"Strada Băneasa 12, Sector 1, București",3,1,96.2,"['pool', 'parking', 'garden', 'gym', 'dishwasher-washing', 'air-conditioning']",[],"Loft in Strada Băneasa 12, Sector 1, București","Spacious and well-located loft in Strada Băneasa 12, Sector 1, București.",1106.18
apartment,renting,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",2,1,41.2,"['wifi', 'elevator', 'dishwasher-washing', 'pet-friendly', 'gym', 'heating']",[],"Apartment in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located apartment in Strada Turnu Măgurele 145, Sector 4, București.",291.18
studio,renting,unfurnished,"Calea Șerban Vodă 112, Sector 4, București",1,1,45.6,"['parking', 'dishwasher-washing', 'garden']",[],"Studio in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located studio in Calea Șerban Vodă 112, Sector 4, București.",344.7
apartment,renting,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",3,2,85.7,"['heating', 'elevator', 'wifi']",[],"Apartment in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located apartment in Strada Turnu Măgurele 145, Sector 4, București.",656.68
apartment,renting,partially-furnished,"Calea Șerban Vodă 112, Sector 4, București",3,1,76.1,"['garden', 'pool', 'elevator']",[],"Apartment in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located apartment in Calea Șerban Vodă 112, Sector 4, București.",560.5
studio,renting,furnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",1,1,36.1,"['gym', 'air-conditioning', 'pool']",[],"Studio in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located studio in Bulevardul Iuliu Maniu 202, Sector 6, București.",308.81
penthouse,renting,unfurnished,"Strada Matei Basarab 50, Sector 3, București",4,2,169.7,"['gym', 'balcony', 'air-conditioning']",[],"Penthouse in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located penthouse in Strada Matei Basarab 50, Sector 3, București.",1337.67
penthouse,renting,furnished,"Strada Băneasa 12, Sector 1, București",3,2,137.6,"['heating', 'gym', 'elevator']",[],"Penthouse in Strada Băneasa 12, Sector 1, București","Spacious and well-located penthouse in Strada Băneasa 12, Sector 1, București.",1657.21
house,renting,furnished,"Strada Matei Basarab 50, Sector 3, București",4,3,156.5,"['parking', 'garden', 'air-conditioning', 'pet-friendly']",[],"House in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located house in Strada Matei Basarab 50, Sector 3, București.",1212.26
loft,renting,unfurnished,"Strada Progresului 60, Sector 5, București",3,2,102.7,"['heating', 'air-conditioning', 'parking']",[],"Loft in Strada Progresului 60, Sector 5, București","Spacious and well-located loft in Strada Progresului 60, Sector 5, București.",679.87
loft,renting,furnished,"Strada Băneasa 12, Sector 1, București",3,2,100.8,"['pool', 'garden', 'pet-friendly', 'heating']",[],"Loft in Strada Băneasa 12, Sector 1, București","Spacious and well-located loft in Strada Băneasa 12, Sector 1, București.",1037.27
apartment,renting,unfurnished,"Strada Turnu Măgurele 145, Sector 4, București",4,1,121.1,"['gym', 'parking', 'pool']",[],"Apartment in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located apartment in Strada Turnu Măgurele 145, Sector 4, București.",870.71
loft,renting,furnished,"Calea Moșilor 155, Sector 2, București",2,1,77.6,"['air-conditioning', 'pet-friendly', 'gym']",[],"Loft in Calea Moșilor 155, Sector 2, București","Spacious and well-located loft in Calea Moșilor 155, Sector 2, București.",740.09
apartment,renting,unfurnished,"Calea Moșilor 155, Sector 2, București",4,2,123.7,"['parking', 'elevator']",[],"Apartment in Calea Moșilor 155, Sector 2, București","Spacious and well-located apartment in Calea Moșilor 155, Sector 2, București.",1042.51
house,renting,partially-furnished,"Strada Băneasa 12, Sector 1, București",6,3,230.9,"['wifi', 'garden']",[],"House in Strada Băneasa 12, Sector 1, București","Spacious and well-located house in Strada Băneasa 12, Sector 1, București.",2443.66
apartment,renting,partially-furnished,"Strada Rahova 89, Sector 5, București",2,2,60.6,"['wifi', 'dishwasher-washing', 'air-conditioning']",[],"Apartment in Strada Rahova 89, Sector 5, București","Spacious and well-located apartment in Strada Rahova 89, Sector 5, București.",450.16
studio,renting,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",1,1,29.1,"['parking', 'heating', 'air-conditioning', 'balcony', 'garden']",[],"Studio in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located studio in Strada Turnu Măgurele 145, Sector 4, București.",215.57
apartment,renting,unfurnished,"Calea Șerban Vodă 112, Sector 4, București",3,1,88.5,"['elevator', 'balcony', 'pool']",[],"Apartment in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located apartment in Calea Șerban Vodă 112, Sector 4, București.",623.66
studio,renting,unfurnished,"Strada Rahova 89, Sector 5, București",1,1,33.6,"['garden', 'gym']",[],"Studio in Strada Rahova 89, Sector 5, București","Spacious and well-located studio in Strada Rahova 89, Sector 5, București.",228.12
house,renting,partially-furnished,"Strada Matei Basarab 50, Sector 3, București",5,3,150.7,"['dishwasher-washing', 'pool', 'heating']",[],"House in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located house in Strada Matei Basarab 50, Sector 3, București.",1310.96
penthouse,renting,partially-furnished,"Calea Șerban Vodă 112, Sector 4, București",4,2,177.7,"['garden', 'parking', 'air-conditioning']",[],"Penthouse in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located penthouse in Calea Șerban Vodă 112, Sector 4, București.",1402.25
studio,renting,unfurnished,"Strada Matei Basarab 50, Sector 3, București",1,1,36.1,"['wifi', 'heating']",[],"Studio in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located studio in Strada Matei Basarab 50, Sector 3, București.",298.11
studio,renting,furnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",1,1,34.3,"['pet-friendly', 'gym', 'elevator']",[],"Studio in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located studio in Bulevardul Iuliu Maniu 202, Sector 6, București.",298.17
studio,renting,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",1,1,35.0,"['garden', 'balcony', 'pool', 'elevator']",[],"Studio in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located studio in Strada Turnu Măgurele 145, Sector 4, București.",254.94
